text,label
About 22 percent of adults in Rhode Island and approximately 30 percent of youth (ages 10-17) are considered obese.,0
"Roche not yet meeting demand for molecular COVID-19 tests, says chairman  https://uk.reuters.com/article/uk-health-coronavirus-treatments-roche-idUKKBN23Y0EH?taid=5ef73cf54ce84100014674f3&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/y7WwGNzOf7",1
One third of our age group (Millennials) have moved back in with their parents.,1
"A DWI costs $17,000.",0
"Members of Congress ""have not reduced their salaries ... since the Great Depression,"" meaning they've gone ""eight decades without a pay cut.",0
Bank of England to phase out some emergency COVID support  https://uk.reuters.com/article/uk-britain-boe-ctrf-idUKKBN22Y1CW?taid=5ec806fdfb44e00001b15808&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/zVLPLbqo9O,1
" People are handing out masks ""doused with chemicals which knocks you out cold"" so they can rob you.		",0
"In #WI, over 44,000 jobs depend on trade with Mexico and Canada.",0
 Mumbai municipal body asks people to drink boiled water as a remedy to coronavirus		,0
" Various claims that ""the virus was made in a Chinese laboratory"".		",0
"Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result ""the deer population has dwindled.",0
"Congress gave an unelected board ""the power to deny care to seniors.",0
"An urgent meeting was called by Chief Justice of India Sharad A. Bobde on March 15 to clarify that there cannot be a complete shutdown of courts in the wake of COVID-19.
#coronavirusindia https://trib.al/HCrBpFB ",1
Says an Internet meme shows people rejoicing over the Paris agreement.,0
Part of this omnibus gun bill that year (was) legalizing machine guns in the state of Missouri.,0
"Says with ""Gov. Chris Christie and bipartisan reformers"" New Jersey had ""the most job growth in 11 years.",0
"#Maharashtra, #Punjab, #WestBengal seek #lockdown extension during PM-CM meet, say sources

Covid-19 LIVE updates -  https://bit.ly/35Qpd7N  pic.twitter.com/vuYppzI42h",1
I have not changed my position on the (gay) marriage amendment or anything else related to marriage.,0
"easyJet's first-half loss widens as COVID-19 hurts travel, seeks cash  https://uk.reuters.com/article/uk-easyjet-results-idUKKBN23V2I7?taid=5ef39c1302003a000121ab2a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/NApfflSFId",1
"The Ministry of Human Resource Development directed the CBSE and all educational institutions to postpone examinations till March 31 in view of the COVID-19 outbreak.
#coronavirusindia https://trib.al/aokx4wU ",1
 Media outlets duped the public saying coronavirus killed the same man twice.		,0
"Right now, America has $1.1 trillion of student debt. That's more than credit card debt.",1
"Says Charlie Crist ""raised taxes on the middle class"" by $2.2 billion.",1
"Science is ""very certain"" that the measles vaccine doesn't cause autism.",1
Bill Gates says you don't have a choice to be vaccinated or not.,0
 Puerta de Hierro hospital in Madrid uses a whole floor for the president's family.		,0
"#Lockdown | As their ""token assistance to the needy during the lockdown over the COVID-19 pandemic, a family owning a market complex at #Odisha's Koraput district has done away with the monthly rent payable for April for all 38 shops in the complex. https://trib.al/iTiYJHV ",1
"I would love to see us have in this country what I helped lead in Arkansas...Amendment 65 (which) says that we believe life begins at conception, and that we ought to do everything in the world possible to protect it until its natural conclusion.",0
Individuals released from incarceration are 129 times more likely to die of a drug overdose during the first two weeks after release.,0
"The latest CDC #COVIDView shows indicators used to monitor #COVID19 remain below the peaks from March and April. However, multiple parts of the U.S. are seeing increases in levels of COVID-like illness & the percentage of ppl testing positive for #COVID19:  https://bit.ly/2ViFflZ  pic.twitter.com/o3cS7we9ZS",1
"A viral picture of the burial of an 80-year-old COVID-19 victim in Srinagar being attended only by a few policemen and not by any family member on Wednesday evoked shock.
#COVID19 #Srinagar
 https://trib.al/peAc7B1 ",1
"Millions of Americans are ""paying more and getting less"" under Obamacare.",0
"Currently, half a million Floridians have Alzheimer's disease, and in less than 10 years, a 40 percent growth rate means that another 200,000 Floridians will develop this devastating illness.",1
Our real unemployment is anywhere from 18 to 20 percent. Don't believe the 5.6. Don't believe it.,0
 The viral video claims to show the visuals of China police personnel trying to control the patients allegedly suffering from the pandemic.		,0
"Nate McMurray lobbied to send our jobs to China. (And Korea, too.)",0
"Says Patrick Murphy ""switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.",0
The city of Atlanta has $56 million in its reserves.,1
"HR 1 ""gives the federal government the power to establish their own committees"" to take over the redistricting process.",0
"There are Justice Department policies against"" FBI Director James Comey discussing details of a federal investigation ""so close to an election.",1
" This video reveals the manipulation behind COVID-19 pandemics, in order to install a dictatorship order.		",0
"A Boston church burned during ""a homosexual marriage"" and there were no survivors.",0
Says Texas colleges and universities may opt to allow guns on campuses.,1
"Says all North Carolina teachers do not currently get a ""duty free lunch break.",1
Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that.,1
"Congress spokesperson Adil Singh Boparai questions the government over COVID-19 crisis and India-China standoff.
#TTP @PreetiChoudhry
Live  http://bit.ly/IT_LiveTV  pic.twitter.com/7VpLJy8MQd",1
"Facebook users can avoid ""problems with your Facebook going against community standards"" by changing your settings.",0
I don't think there's any doubt (Joe) Biden's senile.,0
"Kathy Manning gave ""nearly $1 million to liberals",0
"Bill Gates is coating your organic produce with a ""dangerous chemical.",0
"If you're a … wealthy CEO or a … hedge fund manager in America right now, your taxes are … lower than they've been since the 1950s.",1
We proudly handed the Biden administration the most secure border in history. All they had to do was keep this smooth-running system on autopilot.,0
"Says ""220,000 New Yorkers would have immediately benefitted had President Obama's executive action been affirmed. So almost a quarter million of our fellow New Yorkers who are hurting right now whose rights and opportunities were taken away by the Supreme Court.",0
New business startups are at the lowest levels in 30 years.,1
Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.,0
" A video shows a massive explosion in Wuhan, China, to control the spread of coronavirus.		",0
 Tanks are coming into U.S. towns in advance for martial law		,0
Product shortages are manufactured; goods are stuck in warehouses.,0
Says there were over 600 reports of Texas votes for Donald Trump in the state's 2016 Republican primary virtually all getting tallied for Marco Rubio.,0
Online blog posts and articles promoted a data storage company's shares while omitting that the writers were being paid based on how much the stock price increased.,0
"#coronavirus #covid19
Brian Lockwood, a 57-year-old British national who was on a tour to #Kerala with 18 other people including his wife from the UK, was tested positive for Covid-19 during his visit. 
(@itsgopikrishnan) https://www.indiatoday.in/india/story/dont-think-i-would-have-been-treated-any-better-in-uk-british-national-cured-covid-19-kerala-1663459-2020-04-05 ",1
You're not going to get COVID if you have these vaccinations.,0
"In Milwaukee, ""murder is up an astonishing 57 percent.",0
We've started building the wall.,0
A photograph shows Barack Obama bowing to Ayatollah Khamenei.,0
"If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to 'personal use' and once it is a personal use weapon, you can sell it without background checks.",1
Bennie Thompson objected to the 2004 Presidential election.,1
The Obama administration had cut $300 million from school safety.,0
"Nazi Germany's Hermann Göring worked to ""defund and eliminate the police departments so that they would not interfere with his Brown Shirts.",0
"Page 992 of the health care bill will ""establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!",0
"As COVID-19 deaths steady, Italy's health minister eyes next phase  https://reut.rs/2wVGRtP  pic.twitter.com/MD9biAO9h3",1
All the talk about socialism during the campaign made young people more interested in it by Election Day.,0
"Less than half UK's Covid-19 testing capacity being used, figures show  https://www.theguardian.com/world/2020/apr/16/less-than-half-uks-covid-19-testing-capacity-being-used-figures-show-coronavirus?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1587047750 ",1
"Says Ron Johnson ""is supporting the Republican plan that phases out Social Security and Medicare.",0
"President Trump is still supported by almost 85 percent of the Republican Party in the state of Ohio, and that's from recent polling, and still has a 58 percent approval rating in Ohio.",1
"None of the polls being conducted right now have us on the top line. None of them. It's always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, we'd be at 20 percent.",0
More than 72 percent of children in the African-American community are born out of wedlock.,1
You don't even have to go outside Obama's campaign to find advisers who are anti-Israel.,0
"""I need to leave right now"": American students rush out of Europe amid covid-19 pandemic  https://wapo.st/39QR0Gf ",1
"Say ""this biennium, liquor sales account for nearly $1 billion in the state budget.",0
"Says people shouldn't make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization.",0
"#Karnataka Chief Minister B.S. Yediyurappa said on Sunday that the 1,700-bed Victoria hospital will be used specially to tackle COVID-19. The patients in the hospital will be shifted to other hospitals. #CoronavirusOutbreak https://trib.al/nl34adJ ",1
"One of every two Wisconsin residents are ""on some kind of government handout.",0
Nearly 40 percent of his McAllen-area constituents suffer from obesity.,1
"Even as Covid-19 sickened passengers, the Costa Luminosa, now docked in France, was slow to act to prevent infections, despite two previous serious outbreaks on its parent company's ships  https://nyti.ms/2vzOPI8 ",1
"Four percent of American citizens are black males, but they are 35 percent of murder victims.",1
"Says the ""only valid reason to oppose voter ID is that you plan to cheat,"" and ""every Democrat in Congress opposes voter ID.",0
"Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers.",1
Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.,0
"In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.",0
Stay out of my moist breath zone': Covid-19 anthem takes the drool out of school  https://www.theguardian.com/world/2020/may/14/moist-breath-zone-covid-19-new-zealand-song-takes-drool-out-of-school?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1589419595 ,1
We borrow a million dollars every minute.,1
"The government will ""go out and buy my breast pump for my babies.",0
"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant.",1
Says a ballot can be emailed to Wisconsin voters even a day before the election.,0
When fentanyl burns it smells like popcorn.,0
"#Coronavirus - In sharpest daily spike, 356 new COVID-19 cases in Delhi in 24 hours  https://www.ndtv.com/india-news/coronavirus-delhi-356-new-covid-19-cases-in-24-hours-sharpest-daily-spike-takes-total-to-1-510-2211192  pic.twitter.com/r6fR5TQHXr",1
"Five people have tested positive for novel coronavirus in Pimpri-Chinchwad, near Pune city. This has led to the total number of confirmed cases of Covid-19 reaching 31 on Saturday.

#LIVE updates on #coronavirus  https://bit.ly/3aZ0VcL  pic.twitter.com/72k62xEaVO",1
"The majority of hunters now want universal background checks, the majority of Trump voters.",1
"No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.",0
 Arbidol is a miracle cure for COVID-19.		,0
"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.",0
"Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.",0
"UK's death toll from confirmed COVID-19 cases tops 40,000  https://reut.rs/3gZZPSb  pic.twitter.com/i9zBAYS6Bg",1
"The United States is at ""historic record highs"" of individuals being apprehended on the border from countries with terrorist ties such as ""Pakistan or Afghanistan or Syria.",0
"We're the seventh highest taxed state in America. And that's not just state, it's local as well.",0
We won. We won in a landslide. This was a landslide.,0
"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.",0
Judicial Watch reports show 1.7 million California votes are not registered voters!,0
"Says Paul Ryan ""has not had a public town hall within the district for over 600 days.",1
"On Obama, ""The press warns the 'Taxman Cometh.'",0
The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states.,1
"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.",0
"Donald Trump's second impeachment ""cost $33 million.",0
Fact: Hillary Clinton received 80% of the vote in Pittsburgh.,1
"Bob Menendez just voted to increase the government's debt ceiling to $1.9 TRILLION! In his 19 years in Congress, Menendez has helped overspend America over $15 TRILLION into debt.",0
"As a result of Obamacare, we are becoming something of a part-time employment country.",0
" ""Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.""		",0
You can't recover from death': Argentina's Covid-19 response has been the opposite of Brazil's  https://www.theguardian.com/world/2020/may/10/argentina-covid19-brazil-response-bolsonaro-fernandez?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1589102518 ,1
"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, ""Allah be praised. America we will kill you all and nothing you can do to stop it.",0
"One-third of all people who have died from the coronavirus in the U.S. are nursing home residents or workers, according to a New York Times database.

In at least 13 states, deaths in nursing homes account for more than half of all Covid-19 deaths.  https://nyti.ms/3cgYG5W ",1
Eli Lilly starts human study of potential COVID-19 antibody treatment  https://reut.rs/2MwDg9L  pic.twitter.com/nELFsnQo6D,1
"Over the past decade, drug prices have risen at three times the rate of inflation.",0
We all know China created COVID.,0
"Says Donald Trump ""supports eminent domain"" and the Supreme Court's Kelo decision.",1
"Over half of the black workers in this country earn less"" than $15 an hour.",1
"Back when they did NATO, there was no such thing as terrorism.",0
"""COVID-19 curve of Kerala has started to flatten"": Minister  https://www.ndtv.com/kerala-news/coronavirus-cases-kerala-finance-minister-thomas-isaac-tweets-covid-19-curve-of-kerala-has-started-t-2210697 
#CoronavirusOutbreakIndia pic.twitter.com/4k2erT6wXw",1
"The poor are, ironically, the most likely to be employed in the industries deemed 'essential' while their upper-class peers are freed to bunker down for weeks until the first death wave passes.",1
"#IndiaAgainstCOVID19 | Migrant workers in Kerala empty their savings, donate to COVID relief fund  https://www.ndtv.com/india-news/migrant-workers-in-kerala-empty-their-savings-donate-to-covid-relief-fund-2221345?utm_source=NDTVWeb&utm_medium=Twitter&utm_campaign=RBCovid 

(In partnership with @DettolIndia)

#ApniSurakshaApneHaath pic.twitter.com/JCLbVwoysw",1
"I've passed more bills than Sen. Larson has, because ... he hasn't passed any.",0
Business secretary tested for Covid-19 after feeling ill during Commons speech  https://www.theguardian.com/world/2020/jun/03/business-secretary-alok-sharma-coronavirus-test-speech-commons?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1591214616 ,1
"In ""reality,"" there have ""been no problems whatsoever"" with the Texas voter ID law.",0
I supported tort reform with regard to securities...product liability...interstate commerce.,1
Adults over 51 can receive $$$ in additional spending for groceries and expenses.,0
" Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.		",0
"India on Wednesday sent 23 tonnes of essential medicines to Nepal to help it fight the coronavirus (COVID-19) pandemic which has infected 45 people in the country.
#India #COVID19 #Nepal https://trib.al/YRGl1qz ",1
" The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.		",0
"Eighty percent of the oil we're discovering, we're discovering in the deep Gulf"" of Mexico.",0
"Says Marshall Tuck ""is backed by Donald Trump's education advisor"" pictured as Betsy DeVos.",0
"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.",0
"Covid positive, liability negative? Watch #TTP with @PreetiChoudhry. #ITLivestream https://www.pscp.tv/w/cUN4bzMyMDQ4MDl8MXlvS01hcmdrUllLURikT77b2gWpfnH5EOTzmlwA-nefmjATEBBUslFccf2s ",1
"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearly 10 years.",1
More Americans receive food aid than work in (the) private sector.,0
"Despite what you may have heard about Wisconsin's finances, Wisconsin is on track to have a budget surplus this year.",0
"Actually, Reagan was a Democrat before he was a Republican.",1
Rob Cornilles is a Tea Party candidate.,0
 Claim that the coronavirus was created and patented in a French institute (Institut Pasteur).		,0
Overdoses in Virginia (are) up 35%.,1
"Says Jeff Foxworthy wrote a list of examples explaining how ""you might live in a nation that was founded by geniuses but is run by idiots.",0
"It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000.",0
Data | #Kerala had the most number of #COVID-19 cases 20 days back but reported only one new #positive case on Wednesday https://bit.ly/2RX2IID ,1
"Women are ""disproportionately impacted by voter ID laws — especially married women who change their names, or those whose IDs do not accurately reflect their gender.",1
"Says U.S. Rep. Dan Lipinski ""voted against the DREAM Act, supports separating families and banning Muslims.",0
Here are pictures from Trump's Tulsa rally!!!,0
"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.",1
This USPS employee was caught taking down Trump signs. These people are also responsible for the mail in ballots they are pushing so hard.,0
"Says ""I was the first governor in America to endorse Mitt Romney.",0
"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",0
 Indian Police mistreating positive coronavirus patients.		,0
"A video shows current ""leaked footage of heavy war between Russia vs Ukraine",0
Jeremy Corbyn's brother charged with breaching Covid lockdown rules  https://www.theguardian.com/uk-news/2020/jun/20/jeremy-corbyns-brother-charged-with-breaching-covid-lockdown-rules?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1592640955 ,1
"Says he said last year there's ""absolutely no reason"" for Texas to secede.",1
 Lockdown in India extended until 5/8/20.		,0
"Politicians ""receive full pay retirement after serving 1 term!",0
"Says ""Claire McCaskill voted for 100 percent of President Obama's judicial nominees.",1
The CDC may have to stop calling COVID-19 an 'epidemic' due to a remarkably low death rate.,0
"Even after home quarantine and testing negative for the coronavirus (COVID-19) infection, undue fear and stigma have compelled Madhab Patra (25) to spend the last five days in his car.
#Odisha #COVID19 https://trib.al/Hbz1ZVr ",1
"Under his leadership, more people in Wisconsin ""have access to health care.",0
There are over 200 documented cases where (Obama) has lied.,0
 Muslims are violating the lockdown in India by praying in the open.		,0
"Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals",0
"Says Marco Rubio ""voted against the bipartisan Violence Against Women Act.",1
"President Joe Biden ""has the lowest approval rating of any president ever.",0
"Says he ""will put a moratorium on tax hikes to keep families in their homes.",0
Says Donald Trump was photographed wearing blackface.,0
Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts,0
"Says Adam Laxalt said it is ""good news"" that ""a lot of those Hispanic small businesses never reopened"" after the pandemic.",0
"Who's really behind Jeanne Ives' campaign for governor? Mike Madigan's corrupt insider machine. They've bankrolled her campaign with thousands in shady labor union cash, turning Ives into another Madigan lackey.",0
Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.,0
"Says proponents of a bond package for the Austin school district say the district has the second-lowest bond tax rate ""among the Central Texas area school districts.",0
David Hogg graduated from Redondo Shores High School in 2015.,0
"The Republican tax bill is ""not being scored by the Congressional Budget Office, as it is traditionally.",0
"For the first time in American history, if you're seeking asylum ... you can't do it from the United States. … You've got to seek asylum from abroad.",0
We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns.,0
We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.',0
"Going by recent figures, 40,561 beds have been made available in the state for the treatment of Covid-19 patients. @shalinilobo93
#TamilNadu #Coronavirus https://www.indiatoday.in/india/story/tamil-nadu-equipped-with-enough-ppes-order-placed-for-rapid-testing-kits-cm-1665100-2020-04-09 ",1
"Says Texas U.S. Rep. Pete Sessions said the GOP's goal is to ""go back to the same exact policies that were in place before this president took office... policies that crashed the economy.",0
"I've gotten rid of the Johnson Amendment … I signed an executive order so that now ... ministers and and preachers and rabbis and whoever it may be, they can speak. You know, you couldn't speak politically before, now you can.",0
"The Ministry of Road Transport & Highways has advised all States and Union Territories to take necessary steps to contain the COVID-19 by restricting public transport.
#coronavirus http://bit.ly/2wa6fvu ",1
Republicans vote to make it legal nationwide to ban gays and lesbians from adopting.,0
More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.,0
"We are about halfway"" to the president's goal to cut greenhouse gas emissions and ""about half of that is because of the substitution of natural gas for coal in the power sector.",1
Joe Biden announced that the U.S. dollar will now become cryptocurrency.,0
Omarosa Exposed: Turns out she was actually working for Hillary,0
Facebook removed the title of 'President' from Donald Trump and designated him as 'Political Candidate.',0
"The Obama administration ""willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.",0
"A community-based organisation in Mizoram's capital Aizawl has started a doorstep library to kill ""two birds with one stone  beat the COVID-19 lockdown boredom and promote the reading habit.
#Mizoram #books #COVID19 http://trib.al/ghhah8k ",1
"When it comes to fighting terrorism, ""Another thing we know that does not work, based on lots of empirical evidence, is torture.",1
The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.,1
"There is a ""0.05% chance of dying from COVID.",0
"The Supreme Court ""has decided to take up the Texas case.",0
 A member of Tablighi Jamaat is roaming naked and misbehaving with hospital staff.		,0
Boston Children's Hospital is now offering 'gender-affirming hysterectomies' for young girls.,0
"As a senator, Hillary Clinton ""actually paid female staffers a lot less than men.",0
"President Obama's proposal calls for serious cuts in our own long-term carbon emissions,"" but China and India will still be allowed to increase their emissions.",1
A family of 3 gets sick with Covid-19 symptoms. Who has it? Dr. Lisa Sanders explores for @NYTmag. https://nyti.ms/2RC9z9R ,1
"Says he ""opposed the president's decision to go into Iraq"" in 2003.",0
"Newt Gingrich ""co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting China's brutal one-child policy.",0
"Top scientist, who played key role in #COVID battle, retires today: research body ICMR  https://www.ndtv.com/india-news/coronavirus-top-scientist-raman-gangakhedkar-who-played-key-role-in-covid-battle-retires-today-research-body-icmr-2254421  pic.twitter.com/ecaGItqpfe",1
"Just like Hillary Clinton,"" Russ Feingold had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate.",0
"Says Melania Trump is the ""first FLOTUS to visit troops in a combat zone since 1969.",0
 An Italian officer killed himself to prevent the police from taking him to quarantine after suffering a COVID-19 infection.		,0
Red Bull contains bull sperm.,0
"Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton.",0
"Full marriage equality [would provide same-sex couples] with about 1,700 rights.",0
"The Orange County, Florida, school board ""voted to make it impossible for a student to receive a grade below 50.",1
Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,1
"Sixteen [federal] programs exist to fight homelessness"" and some of them are duplicative.",1
Pres. Obama's finance team is recommending a . . . 1% tax on all transactions at any financial institution.,0
"Says ExxonMobil ""fought to kill"" a rule requiring oil and mining companies to disclose payments made to foreign governments.",1
"GOP candidate for governor Nathan Deal ""is a former Clinton Democrat.",0
"Same-day voter registration ""does not allow election officials to verify the validity and accuracy of voter information.",0
"Says Elizabeth Warren said, ""Allowing Republicans to vote could threaten the integrity of an election.",0
"Kasich's budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",1
I have little doubt that we've moved into recession at this point.,0
"Documents released from the Soviet Union"" show ""the Soviet Union started treating"" President Ronald Reagan more seriously after Reagan fired the air traffic controllers.",0
"Here are the facts on the anti-malaria drug that President Trump has promoted for Covid-19 with scant evidence of its efficacy and despite warnings from the FDA that it can cause heart problems in coronavirus patients
 https://nyti.ms/36iWXec ",1
Newly discovered video shows late night deliveries of tens of thousands of illegal ballots 8 hours after deadline.,0
Senator Menendez said he would spend our money wisely. But our annual national deficit climbed from $250 billion a year to $1.6 trillion on his watch.,0
One of the first nurses to receive the vaccine in AL is now dead.,0
"An Indian in Rwanda has been tested positive for the novel coronavirus.
#Rwanda #coronavirus #Covid_19 https://www.indiatoday.in/world/story/rwanda-1st-coronavirus-patient-indian-1655554-2020-03-14 ",1
White men account for 69 percent of those arrested for violent crimes.,0
Gov. Scott is pushing for a statewide voucher program that would take millions from our public schools and funnel it to private schools that mostly serve privileged families.,0
"Says Vladimir Putin said, ""President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.",0
FUN FACT: West Virginia is home to zero billionaires.,1
"A married couple that"" use the same last name ""is rarer and rarer in our country.",0
"The United States had 589 coal-fired plants 10 years ago, and ""we're down to 504. … We are the only nation that has reduced our reliance (on) coal energy.",0
 Does Mexico have confirmed cases of COVID-19?		,0
"Just in | Two deaths - one each in Jaipur and Banswara - reported in Rajasthan today, taking the COVID-19 related death toll in the State to 108. A total of 106 COVID-19 positive cases detected in 14 districts today.
#Rajasthan #COVID19",1
"Says Wisconsin women facing pay discrimination can't ""do something about it"" under bill passed by Republicans.",0
 Video of migrants in a overcrowded train from Mumbai to West Bengal on 10 May 2020 amid COVID-19 social distancing restrictictions.		,0
"Says she got unions to agree to ""about $10 million in reduction"" of salaries and health benefits while serving as Dane County executive in Wisconsin.",1
NASA announced that it communicated with four races of aliens.,0
An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,1
Marjorie Taylor Greene was raided by Joe Biden's DOJ last night.,0
"Prince Harry and Meghan ""have finally signed the divorce papers.",0
Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense.,0
Walker says he's for lower taxes. But Milwaukee County spending has gone up by $349 million.,0
"Today, ""the United States is the most respected country on Earth.",0
"#Delhi has overtaken #Mumbai to become the worst-affected city for Covid-19 caseload in India.

 https://www.indiatoday.in/coronavirus-outbreak/story/delhi-covid-19-hotspot-mumbai-corona-cases-1692505-2020-06-25 ",1
"Many state and federal agencies have such 'navigators' involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.",1
"Harry Reid has voted ""to give illegals Social Security benefits even for the time they were here illegally.",0
The Simpsons predicted the Capitol riots,0
"Are you a renter or homeowner? Join the Navigating Unemployment private Facebook group on Wednesday for a chat with The Post's Kathy Orton on real estate, renting, and relief for homeowners during covid-19  https://wapo.st/2N1C6D4 ",1
"Just in | Eight more COVID-19 positive cases detected in Bihar. The total number in the state has risen to to 259. Four from Gopalgunj district and the East Champaran district were diagnosed with the virus, reports @AmarnathTewary
#Bihar #COVID",1
 Supermarkets in Germany will only open two days a week. A screenshot shows a report from the media outlet Focus.		,0
 It is forbidden to be more than one in a car in France during the lockdown.		,0
"Health Ministry officials said they were still investigating the case of a person in #TamilNadu, who had tested positive for COVID-19 and reportedly had no travel history to affected countries, nor contact with anyone who had tested positive.
#Covid_19 https://trib.al/ITe2gqW ",1
Georgia has had ʺmore bank failures than any other state.ʺ,1
"Says Airbnb ""decreases real estate values and increases costs for workforce housing.",0
"Says ""Canada has one-tenth of our population—yet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).",0
Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.,1
"Charlotte's anti-discrimination ordinance would have ""opened all bathrooms to all sexes at all times"" if it hadn't been overturned.",0
"Says Barack Obama said, ""If we keep talking about the economy, we're going to lose.",0
Protections on pre-existing conditions have been there since the 1970s.,0
"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.",1
"Covid-19 has crossed the border, overwhelming hospitals in California with Americans and green card holders who live in Mexico. Some patients are being airlifted to hospitals as far as Sacramento and San Francisco.  https://nyti.ms/2AbTWjZ ",1
" These remarks were made by Spanish Health official Fernando Sim¢n ""9 days ago""		",0
A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.,0
"Nancy Pelosi said, ""if you accept a check from Trump, you might as well vote for him.",0
Coronavirus map: how Covid-19 is spreading across the world  https://www.theguardian.com/world/ng-interactive/2020/mar/23/coronavirus-map-how-covid-19-is-spreading-across-the-world?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1584963788 ,1
"Countless Southwest Airlines employees have walked out of their jobs to oppose the vaccine mandate, causing operations to effectively shut down.",0
